Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,19.516628472799695,20.64092475062418,19.39170747874886,20.439128875732422,15840000,0.0,0.0
2019-01-03 00:00:00-05:00,20.07397205601949,20.314206290611743,19.458973001972677,19.55506706237793,18608000,0.0,0.0
2019-01-04 00:00:00-05:00,20.160455030165956,21.79404843723404,19.93943999063369,21.40006446838379,25156900,0.0,0.0
2019-01-07 00:00:00-05:00,21.553814893270843,21.957408463330243,21.390455547464857,21.87092399597168,18889800,0.0,0.0
2019-01-08 00:00:00-05:00,22.091939560202785,22.2745180881104,21.558619276605363,22.053503036499023,15180400,0.0,0.0
2019-01-09 00:00:00-05:00,22.33217457692314,23.177800122300788,22.31295539797324,22.764596939086914,21656200,0.0,0.0
2019-01-10 00:00:00-05:00,22.101549362142666,22.63006393983982,21.9381900109349,22.485923767089844,12368400,0.0,0.0
2019-01-11 00:00:00-05:00,22.284128345906545,22.8222525237983,21.80365987172132,21.986236572265625,10034400,0.0,0.0
2019-01-14 00:00:00-05:00,21.3808463175538,21.42889243007454,20.688972399909908,21.17905044555664,14129900,0.0,0.0
2019-01-15 00:00:00-05:00,21.380846023559567,21.851704884586844,21.255925033018325,21.38084602355957,11862900,0.0,0.0
2019-01-16 00:00:00-05:00,21.496158156648477,21.794048067170376,21.409673693457993,21.457719802856445,9761000,0.0,0.0
2019-01-17 00:00:00-05:00,21.188658200870776,21.606667077718313,21.15983126649626,21.275142669677734,12013700,0.0,0.0
2019-01-18 00:00:00-05:00,21.57303436208718,22.918345669484573,21.42889235931749,22.35139274597168,23275200,0.0,0.0
2019-01-22 00:00:00-05:00,21.986235920849115,22.015064688269117,20.66014377783823,20.833112716674805,19538300,0.0,0.0
2019-01-23 00:00:00-05:00,21.188658863462084,21.717175281903167,20.905182391917275,21.111783981323242,11262200,0.0,0.0
2019-01-24 00:00:00-05:00,21.121392545994556,21.39045553684783,20.660143275538942,21.236705780029297,13846300,0.0,0.0
2019-01-25 00:00:00-05:00,21.601860738549544,22.995219955170445,21.59225114975693,22.706937789916992,28024800,0.0,0.0
2019-01-28 00:00:00-05:00,22.514751949942198,23.19701627189599,22.159204489075535,22.79342269897461,13925800,0.0,0.0
2019-01-29 00:00:00-05:00,22.812641801705784,22.93756462518281,22.399438641167706,22.60123634338379,11310400,0.0,0.0
2019-01-30 00:00:00-05:00,23.072096933356306,23.754361304176356,22.83186269019288,23.677486419677734,19832300,0.0,0.0
2019-01-31 00:00:00-05:00,23.542953720814975,24.455844496187318,23.51412495439506,23.879281997680664,19318400,0.0,0.0
2019-02-01 00:00:00-05:00,23.773578936540034,24.321312682056348,23.360375771931814,23.667875289916992,11938200,0.0,0.0
2019-02-04 00:00:00-05:00,23.54295570396945,23.58139406243388,23.21623698838906,23.34115982055664,9054300,0.0,0.0
