Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,25.770324671871602,26.99126904883605,25.686442820706816,26.888748168945312,11190300,0.0,0.0
2019-01-03 00:00:00-05:00,26.68370268477494,26.86078678918838,26.357497463072722,26.394777297973633,10803900,0.0,0.0
2019-01-04 00:00:00-05:00,26.655745224574883,27.1031139425856,26.40409965406188,27.000591278076172,14593700,0.0,0.0
2019-01-07 00:00:00-05:00,26.99126862090618,27.634362210411968,26.96330918941796,27.466598510742188,13419400,0.0,0.0
2019-01-08 00:00:00-05:00,27.718246124568395,28.03513274139259,27.4013595077442,27.9605712890625,8179700,0.0,0.0
2019-01-09 00:00:00-05:00,27.951249179336184,28.3333768214158,27.71824443281519,28.23085594177246,10607500,0.0,0.0
2019-01-10 00:00:00-05:00,28.0817286608179,28.55705851290311,27.96988738837725,28.491817474365234,8741400,0.0,0.0
2019-01-11 00:00:00-05:00,28.100371994543554,28.463860606902823,27.41999856329217,28.342697143554688,13390900,0.0,0.0
2019-01-14 00:00:00-05:00,28.128330625100634,28.221532870434416,27.951246536734942,28.15629005432129,7523000,0.0,0.0
2019-01-15 00:00:00-05:00,28.240176054807666,28.659585331711686,28.212216621470887,28.585023880004883,7154900,0.0,0.0
2019-01-16 00:00:00-05:00,28.57570197111985,28.612983583852078,28.212215135406346,28.23085594177246,12725700,0.0,0.0
2019-01-17 00:00:00-05:00,28.10036769118667,28.473174871924638,28.016485853310016,28.31473159790039,12818500,0.0,0.0
2019-01-18 00:00:00-05:00,28.529100837438527,28.911228467524193,28.37065754366995,28.892587661743164,13839700,0.0,0.0
2019-01-22 00:00:00-05:00,32.00553546016461,32.38766314207207,30.5049841673129,30.663429260253906,56378700,0.0,0.0
2019-01-23 00:00:00-05:00,31.12943276438329,31.250592661836997,30.25333272063211,30.393136978149414,19280600,0.0,0.0
2019-01-24 00:00:00-05:00,30.477020157967477,30.626143046685485,30.132174144438984,30.430419921875,11974800,0.0,0.0
2019-01-25 00:00:00-05:00,30.710020340586734,31.46495329731728,30.570216097667217,31.427675247192383,17028800,0.0,0.0
2019-01-28 00:00:00-05:00,31.21331602436398,31.903008052478864,31.129434177120807,31.707284927368164,22325500,0.0,0.0
2019-01-29 00:00:00-05:00,32.03349439679693,32.08941682085423,31.259920418542514,31.399721145629883,19304100,0.0,0.0
2019-01-30 00:00:00-05:00,31.660687634317778,31.986892873158993,30.644786747878847,31.76321029663086,27338600,0.0,0.0
2019-01-31 00:00:00-05:00,31.464961124158418,31.679328631390355,30.542264268553435,31.362442016601562,24996900,0.0,0.0
2019-02-01 00:00:00-05:00,31.455645223606737,32.136018752909884,31.343803924982176,31.977577209472656,19113800,0.0,0.0
2019-02-04 00:00:00-05:00,32.20125356250258,32.807067293704876,31.87504835669832,32.66726303100586,19798500,0.0,0.0
2019-02-05 00:00:00-05:00,32.872311678499976,33.11463506240696,32.68590716106436,32.9282341003418,13738200,0.0,0.0
2019-02-06 00:00:00-05:00,32.7325039263483,33.282395238947295,32.62066264990938,33.068031311035156,11340000,0.0,0.0
2019-02-07 00:00:00-05:00,32.82570878191726,32.98415029792657,32.45289977721156,32.853668212890625,9211000,0.0,0.0
2019-02-08 00:00:00-05:00,32.620660362426555,32.91890611559629,32.53677852213695,32.86298370361328,10228000,0.0,0.0
2019-02-11 00:00:00-05:00,33.06804006552538,33.45948996974986,32.91891713900439,33.170562744140625,9638400,0.0,0.0
2019-02-12 00:00:00-05:00,33.17056436220831,33.804337719680866,32.81639606118042,33.729774475097656,12684800,0.0,0.0
2019-02-13 00:00:00-05:00,33.74840556158886,34.05597352381165,33.70180532483787,33.795005798339844,7378000,0.0,0.0
2019-02-14 00:00:00-05:00,33.589972652677154,34.07462306088888,33.53405022102427,33.85093688964844,6874500,0.0,0.0
2019-02-15 00:00:00-05:00,34.12121351947421,34.326258821331805,33.94412764773536,34.09325408935547,10273100,0.0,0.0
2019-02-19 00:00:00-05:00,34.06529014029335,34.605862809765405,33.981408296939755,34.53129959106445,12312100,0.0,0.0
2019-02-20 00:00:00-05:00,34.50334240655528,34.7177063412123,34.19577444245812,34.24237823486328,11698700,0.0,0.0
2019-02-21 00:00:00-05:00,34.1398629824784,34.60587256461019,34.01869949562027,34.466068267822266,8151600,0.0,0.0
2019-02-22 00:00:00-05:00,34.47538529348429,34.950713431793694,34.45674448634288,34.9413948059082,6820600,0.0,0.0
2019-02-25 00:00:00-05:00,35.18371761759796,35.314199710101974,34.7736305332467,34.80158996582031,10147800,0.0,0.0
2019-02-26 00:00:00-05:00,34.801589389136645,34.99731252464942,34.540625208452944,34.838871002197266,12788000,0.0,0.0
2019-02-27 00:00:00-05:00,34.90411271699569,35.435363269505324,34.74566763613349,35.02527618408203,10571100,0.0,0.0
2019-02-28 00:00:00-05:00,35.08140373665754,35.08140373665754,34.70720066933389,34.75397872924805,7462700,0.14,0.0
2019-03-01 00:00:00-05:00,35.885939365468495,36.61563145237199,34.78204419526494,34.941078186035156,17271800,0.0,0.0
